"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores","fechaMonitoreo"
"wm610","Sauce criollo",-17.413081284134158,"BThQkO8RfrwPzl95AHC9","Corredor biológico urbano","Salix humboldtiana","vivo",-66.03450134396553,"[]","icQSgRU4yrvMH6CKQ3dG",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230202_152039_7670023788578299275.jpg?alt=media&token=57ab2e58-f9da-4af5-8255-46139862d250","2023-02-02 15:21:58","Sano, vigoroso","2023-02-02T19:21:58.000Z"
"wm609","Sauce criollo",-17.413092481022407,"6gdaRkUh6oKgiTxZBOcD","Corredor biológico urbano","Salix humboldtiana","vivo",-66.03453151881695,"[]","4cLEzgY5WH7CZ9ehEqIW",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230202_152119_6620015438082455593.jpg?alt=media&token=147fd7d9-09b0-418d-aae1-1e3f7ae622b8","2023-02-02 15:22:18","Sano, vigoroso","2023-02-02T19:22:18.000Z"
"wm611","Limon",-17.413057930622195,"ugRtKgqwXOsZAtirWgBx","Corredor biológico urbano","Citrus x limon","vivo",-66.0344547405839,"[]","5w4jSj0JBRT7VtuhEnjt",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230202_152453_765016715907092410.jpg?alt=media&token=11511cdc-e591-4736-af32-287cc966a75a","2023-02-02 15:25:13","Sano, vigoroso","2023-02-02T19:25:13.000Z"
"wm1001","Tajibo rosado",-17.42321322753788,"mhon23HenHaX4IATVLM5","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01681619882584,"[]","nrogcDe5iyOI1qxVIPQR",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_144212_8929701777119165379.jpg?alt=media&token=60f27ece-b714-4db2-919b-fa19b3f01db4","2023-02-16 14:43:24","Sano, vigoroso","2023-02-16T18:43:24.000Z"
"WM1002","Nispero",-17.42318155809303,"LslqZycfjl9QAJemecTO","Acera","Eriobotrya japónica (Thunb) Lindl.","vivo",-66.01684972643852,"[]","VtEf0RFrzqkHTm6iwQb3",1.1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_144913_8623252122428657508.jpg?alt=media&token=099c2bc4-ef1f-42d8-a2ca-20a34b7f1a52","2023-02-16 14:51:15","Sano, vigoroso","2023-02-16T18:51:15.000Z"
"wm1003","Tara",-17.423171641397047,"x0LNYyTUt4mPadLtAaiZ","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01685911417007,"[]","LpkdAMden92fHQ2heeMy",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_145340_5792307961305480171.jpg?alt=media&token=4e60a8de-3bc1-4320-a27f-70339eac659b","2023-02-16 14:54:05","Sano, vigoroso","2023-02-16T18:54:05.000Z"
"wm1004","Chacatea",-17.42311789929332,"hqoHO7UrUyWfBF21Rry5","Acera","Dodonaea viscosa Jacq.","vivo",-66.0169405862689,"[]","XBtWR8vBf0kePJaF9DmR",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_145421_127966272610273108.jpg?alt=media&token=a0ddf2ce-8907-43f9-801d-12a795735cd7","2023-02-16 14:56:49","Sano, vigoroso","2023-02-16T18:56:49.000Z"
"wm1005","Guayaba",-17.42309134812908,"w1sUcJV0EZkC0BxaUVJ4","Acera","Psidium guajava","vivo",-66.01684805005789,"[]","Nl7e8AjPXzC87hYSXyhs",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_145700_2893333288628816492.jpg?alt=media&token=0ead7223-5626-44c2-b3b7-0336383e9803","2023-02-16 14:58:45","Sano, vigoroso","2023-02-16T18:58:45.000Z"
"wm1006","Chacatea",-17.42303440706507,"5atWHZm8gpcojqB84JgH","Acera","Dodonaea viscosa Jacq.","vivo",-66.01690538227558,"[]","KZNOXccXUSBJDkhXuj2T",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_150017_1014028519485803595.jpg?alt=media&token=8f4fc464-9f9e-4565-b5b2-ceabe3b085e7","2023-02-16 15:02:26","Sano, vigoroso","2023-02-16T19:02:26.000Z"
"wm1007","Tara",-17.423108302487414,"ua3bSXzszvQwWGgLYlQ4","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01695332676172,"[]","cFDRrAvcg9KcbSkKwHFL",0.32,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_150209_4652156804363680280.jpg?alt=media&token=27788c00-0473-48a2-9e72-da11c5478e11","2023-02-16 15:02:33","Sano, vigoroso","2023-02-16T19:02:33.000Z"
"wm1009","Tajibo rosado",-17.42309742610678,"VK1V7OybeUdLb3x0DQTB","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01696774363518,"[]","4Sq9NScxQWSAkR7c4OG1",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_150756_2770355010665053293.jpg?alt=media&token=5166c569-1199-4c88-bec4-85fde45cb411","2023-02-16 15:08:15","Sano, vigoroso","2023-02-16T19:08:15.000Z"
"WM1010","Chacatea",-17.422982584283513,"vYD0pIHykaGChOa4gm2i","Acera","Dodonaea viscosa Jacq.","vivo",-66.01696942001581,"[]","98FpdjaMk9wRgs1H31O7",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_150926_3303282802977909513.jpg?alt=media&token=77ce0aeb-9f18-4cdb-9341-707fefc7d0a2","2023-02-16 15:09:43","Sano, vigoroso","2023-02-16T19:09:43.000Z"
"wm1008","Chacatea",-17.423020651636843,"WoPiZZ9e8BLLcwsaD5Em","Acera","Dodonaea viscosa Jacq.","vivo",-66.0169231519103,"[]","58C8i3kv6wAgcGjxNV7I",0.85,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_150845_8532968967479571875.jpg?alt=media&token=ad51b808-af85-43c0-b2a5-2e18a0bb949d","2023-02-16 15:10:00","Sano, vigoroso","2023-02-16T19:10:00.000Z"
"wm1011","Tajibo rosado",-17.422958592250033,"KBx9h9T5BqcsbTulKqly","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.0170116648078,"[]","UcgxZrL9UbwchTWqudt2",0.75,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_151050_1139822333486429739.jpg?alt=media&token=6c63b166-33d6-4bda-96a2-2f098ca0a2c6","2023-02-16 15:11:58","Sano, vigoroso","2023-02-16T19:11:58.000Z"
"wm1013","Chacatea",-17.42291732594507,"Br59dTyB6KyLtfmjay5V","Acera","Dodonaea viscosa Jacq.","vivo",-66.0170441865921,"[]","wBkqLwqTcVWFrDWdE09U",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_151151_4892912885029332021.jpg?alt=media&token=90286bb3-182e-4f34-9625-25a4a0eae5ec","2023-02-16 15:12:57","Sano, vigoroso","2023-02-16T19:12:57.000Z"
"MW1014","Nispero",-17.42291156785526,"cs875efxqbihRo90FoaS","Acera","Eriobotrya japónica (Thunb) Lindl.","vivo",-66.01706430315971,"[]","KMe32nZHr5d9yf6MalQX",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_151635_7787217775695701094.jpg?alt=media&token=5e45a1bf-8a10-46eb-8d9d-3f20f079bc56","2023-02-16 15:17:20","Sano, vigoroso","2023-02-16T19:17:20.000Z"
"wm1012","Chacatea",-17.422926922761,"6aX8iIAtLmbraqWK4Z9H","Acera","Dodonaea viscosa Jacq.","vivo",-66.01702876389027,"[]","4jTZlxA5IyvEsgoHgr3c",0.92,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_151459_7705833183743001952.jpg?alt=media&token=ef09abd9-9027-40c0-a5f7-f0e6af98c506","2023-02-16 15:17:22","Sano, vigoroso","2023-02-16T19:17:22.000Z"
"wm1015","Tajibo rosado",-17.422894933372575,"K3e8CPBxODMG0pbfEOes","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01708509027958,"[]","GBVlk7ftucbSoEeBRACD",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_152037_4497600509309570837.jpg?alt=media&token=bcbd8b99-2c6c-496e-a2c7-a5dab21729ed","2023-02-16 15:21:11","Sano, vigoroso","2023-02-16T19:21:11.000Z"
"wm1017","Nispero",-17.422901331250717,"il3VXnFWsp9FRjmlVnMB","Acera","Eriobotrya japónica (Thunb) Lindl.","vivo",-66.0172101482749,"[]","rQxilmTOVW0oGu3I03b2",0.75,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_152230_1526365893933786232.jpg?alt=media&token=f866749e-e42e-4d8a-ad49-8fb8bc2dfaf3","2023-02-16 15:23:22","Sano, vigoroso","2023-02-16T19:23:22.000Z"
"wm16","Chacatea",-17.42285462673518,"aVUtc7By9yGow20Cvxio","Acera","Dodonaea viscosa Jacq.","vivo",-66.01713236421347,"[]","zysULrGXQdpFu0hCMSSv",0.93,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_152507_3930277254526414900.jpg?alt=media&token=03ece5fb-fcfc-4099-87d2-9875fdb4e4c6","2023-02-16 15:27:32","Sano, vigoroso","2023-02-16T19:27:32.000Z"
"WM1018","Soto",-17.422848548749407,"W9YFfrJ9rHili5ZUPtir","Acera","Schinopsis haenkeana Engl.","vivo",-66.01715214550495,"[]","AFO66BNi3VoDEWD9fX7M",0.15,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_152639_1595688174264312966.jpg?alt=media&token=b15774bd-8aed-4927-ba0b-fa66e71f1be1","2023-02-16 15:28:38","Sano, vigoroso","2023-02-16T19:28:38.000Z"
"wm1020","Limon",-17.422823597016198,"Wh7pknqcwUv8PJoVLeR6","Acera","Citrus x limon","vivo",-66.01717997342348,"[]","gAydwIreEt8sOfAFm9mH",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_152827_5801297180200804057.jpg?alt=media&token=0fb4f2f1-0f5b-4910-a0ce-719d75665cd2","2023-02-16 15:29:25","Sano, vigoroso","2023-02-16T19:29:25.000Z"
"wm1019","Tara",-17.42287190100944,"Ep7E1a2tkvcj5rratPhF","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01724736392498,"[]","UzoA9CwXahl23gp0fiQ0",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_153502_902247867390115901.jpg?alt=media&token=bfc49924-a503-4547-8daf-6e32fe643af4","2023-02-16 15:35:51","Sano, vigoroso","2023-02-16T19:35:51.000Z"
"wm1022","Limon",-17.42277945163372,"YJ0xAnxbtgzvs5sdYWxt","Acera","Citrus x limon","vivo",-66.01723697036505,"[]","1u1xkBpBxjQkwhgUIEpQ",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_153653_1016865751409340214.jpg?alt=media&token=8398a7ac-1fcb-42e7-bc15-70855d0e7b6e","2023-02-16 15:37:11","Sano, vigoroso","2023-02-16T19:37:11.000Z"
"wm1021","Tajibo rosado",-17.422808561995826,"0X7IRSy4aUAPj9fZpWYc","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01720478385687,"[]","jgnjZawDlbNNMHFYf9IO",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_153700_3683087439860969070.jpg?alt=media&token=0f28e25d-41b5-46da-899c-9c3377a86553","2023-02-16 15:38:07","Sano, vigoroso","2023-02-16T19:38:07.000Z"
"WM1023","Jarca",-17.422767295656943,"NaJhxraglFXaEK3jtMyp","Acera","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.01725071668625,"[]","ZDb2ATdvpp8MHssL6D2O",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_153924_6899567006045549742.jpg?alt=media&token=60c01ff8-82f6-4729-a14b-43cc1e585378","2023-02-16 15:40:54","Sano, vigoroso","2023-02-16T19:40:54.000Z"
"wm1024","Limon",-17.42284534980944,"DizhSf37ZVZqnkjJRri8","Acera","Citrus x limon","vivo",-66.01728692650795,"[]","EIt5aoJW3HBcfa9zwNIb",0.85,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154006_3264583016868288395.jpg?alt=media&token=90bae07a-c049-48c3-98b6-357451b6df07","2023-02-16 15:41:53","Sano, vigoroso","2023-02-16T19:41:53.000Z"
"WM1024","Chacatea",-17.42274394338354,"8LHU6jeLaeYI5D4hBaEz","Acera","Dodonaea viscosa Jacq.","vivo",-66.01727720350027,"[]","vYmmFY5bOFcVgFcJSH8g",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154305_1126956192494470067.jpg?alt=media&token=b7d92653-e934-4116-938b-0d07ef8c9c24","2023-02-16 15:43:22","Sano, vigoroso","2023-02-16T19:43:22.000Z"
"MW1026","Lloque",-17.422668448342183,"UWenX94zNHCfPd2ZpSw4","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01739924401045,"[]","gOZ1fKp3G1ecERXFMvaO",0.37,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154545_8463469997953327027.jpg?alt=media&token=61d24ee1-675b-46a8-b2a4-d0cda3c07a6d","2023-02-16 15:47:18","Sano, vigoroso","2023-02-16T19:47:18.000Z"
"wm1027","Chacatea",-17.42264093742953,"mtlxP6VucS38IsvgBJjU","Acera","Dodonaea viscosa Jacq.","vivo",-66.01752765476704,"[]","uSUMJk0sfw27uQLcQDOg",0.75,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154624_5332631057150751906.jpg?alt=media&token=8aaa5700-1674-447f-bfa9-dce78e6ec56c","2023-02-16 15:48:02","Sano, vigoroso","2023-02-16T19:48:02.000Z"
"wm1028","Chacatea",-17.422633899753528,"6evJgdpKyr1lwUTTNkdU","Acera","Dodonaea viscosa Jacq.","vivo",-66.01741969585419,"[]","KOva99N6aWjc8DTJLISQ",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154726_6466196987249507093.jpg?alt=media&token=fbba6265-2665-49d1-aa7a-8fac1887e210","2023-02-16 15:48:27","Sano, vigoroso","2023-02-16T19:48:27.000Z"
"wm1030","Limon",-17.42261534587916,"jwJCbI5VcsAinjU93uTY","Acera","Citrus x limon","vivo",-66.01755782961845,"[]","v2tzfDfSkdQVYnfcwZ4e",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154844_4371168465871823205.jpg?alt=media&token=e348f11c-04e1-4863-b72d-a6ff814ef551","2023-02-16 15:49:19","Sano, vigoroso","2023-02-16T19:49:19.000Z"
"WM1029","Guayaba",-17.422594872636257,"t8xfS4dIlLDPoStbYEJx","Acera","Psidium guajava","vivo",-66.01747367531061,"[]","U6lj4Pz14USf4BS9lCc2",0.27,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155124_1436241577005237078.jpg?alt=media&token=883d0fc1-c46b-4d58-8f6e-b4468e158cda","2023-02-16 15:52:21","Sano, vigoroso","2023-02-16T19:52:21.000Z"
