"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores","fechaMonitoreo"
"wm1057","Lloque",-17.42231464489348,"WgSyWWLaH3kHdbp4aNms","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01781498640776,"[]","VZomOo3CCrRrqzwxRkCB",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_163351_3113213298641797344.jpg?alt=media&token=627c828f-1ab4-4719-9ed1-fe6f0f536f3c","2023-05-11 16:34:26","Sano, vigoroso","2023-05-11T20:34:26.000Z"
"wm1058","Lloque",-17.422241708835088,"ced3VTunLyWTstVw01pb","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01803626865149,"[]","xwIiSQrUcuI5NVKDZ60i",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_163531_2728306942160014206.jpg?alt=media&token=68c3ae02-5725-469c-a20f-fc0837f2529b","2023-05-11 16:36:46","Sano, vigoroso","2023-05-11T20:36:46.000Z"
"wm1059","Tajibo rosado",-17.422295771091694,"OJFnV8MYCpWTAcrKVQkv","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01783946156502,"[]","Mbwyzob6RlXJj4Hud3Gx",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_163632_8128521049365470341.jpg?alt=media&token=c432f11e-c0de-4bc6-a5cc-bfa4fc807da8","2023-05-11 16:36:50","Sano, vigoroso","2023-05-11T20:36:50.000Z"
"wm1061","Lloque",-17.422264741277726,"UzUzVjotpvmeUsPOCT0Z","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.0178679600358,"[]","ah3yPfDvpUnLdXGlQefn",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_163818_2815102299827927615.jpg?alt=media&token=3a585f68-716b-49c1-9e63-2722b88ca286","2023-05-11 16:38:39","Sano, vigoroso","2023-05-11T20:38:39.000Z"
"wm1060","Chacatea",-17.422221875340494,"N9iJFGNvW2vbl45YJerK","Acera","Dodonaea viscosa Jacq.","vivo",-66.01805973798037,"[]","qVKIPBveTi9Ooxb1vjuZ",0.66,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_163734_4566549323144995895.jpg?alt=media&token=b5bbdb5a-4f21-41d2-aea2-4be2a0a55356","2023-05-11 16:38:41","Sano, vigoroso","2023-05-11T20:38:41.000Z"
"wm1063","Lloque",-17.42221227848749,"SPYqPVvsq1PYU5lt5kHJ","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01794272661209,"[]","gUXuLEzSAkOHWIFpd5BX",0.38,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_164027_8267651521151325311.jpg?alt=media&token=37e2b5c6-0f24-4115-8de6-96e73a24ed26","2023-05-11 16:42:36","hojas semi secas por frio","2023-05-11T20:42:36.000Z"
"wm1063","Tajibo rosado",-17.422249386316288,"1FTOTkzjfBXJBtm7C040","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01788707077503,"[]","flpNzDgg7MJO0AAvnovU",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_164839_7372052173935752823.jpg?alt=media&token=f298273d-d5a9-49de-98a4-f745d790b442","2023-05-11 16:49:24","Sano, vigoroso","2023-05-11T20:49:24.000Z"
"wm1064","Soto",-17.42218444761094,"e22bTxblgStBHuR2VPS7","Acera","Schinopsis haenkeana Engl.","vivo",-66.01797726005316,"[]","mxs7SMyO1YPUVUVYCBCv",0.38,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230511_165053_3262618355254116428.jpg?alt=media&token=4aa49832-6250-49b9-bebb-773eb0c08e96","2023-05-11 16:51:45","Sano, vigoroso","2023-05-11T20:51:45.000Z"
"lavalava 01","Pacay",-17.416394893277918,"PAMaNGE9fuNN9uKloEtN","area privada","Inga feuillei","vivo",-66.01989034563303,"[]","ekD3IgOt9TBE4jrcMEbv",2.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_094126_6830118262592261650.jpg?alt=media&token=3560c6fd-0941-4940-b824-63df1f597fa8","2023-05-12 09:43:49","Sano, vigoroso","2023-05-12T13:43:49.000Z"
"wm1065","Nispero",-17.422059688457026,"AQKjZomp7FuyFbL5S1Ib","Acera","Eriobotrya japónica (Thunb) Lindl.","vivo",-66.01814791560173,"[]","7vLA9nuVxRhTMf6npBdv",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_140643_2871860033356433034.jpg?alt=media&token=bd243bf9-5b8a-4679-964d-2ceb43d09a19","2023-05-12 14:07:59","Sano, vigoroso","2023-05-12T18:07:59.000Z"
"wm1066","Guayaba",-17.42203281724348,"WG8GLwCCkvG6y28PtAMa","Acera","Psidium guajava","vivo",-66.01816769689322,"[]","POHkCLh9BrMFEflaS9Yr",0.36,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_140816_4584147359035930841.jpg?alt=media&token=b9649857-bed3-4b24-b9ad-f1c4100c3814","2023-05-12 14:08:40","Sano, vigoroso","2023-05-12T18:08:40.000Z"
"wm1067","Chillijchi",-17.4220219407988,"yWHsTG4xudxx9ovq4Oii","Acera","Erythrina falcata Benth.","vivo",-66.01818077266216,"[]","neEhx5eGAPsRLRJKAtpZ",0.46,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_140926_3021395075258037360.jpg?alt=media&token=aaf30a72-b2d9-4df6-8cb1-267eeddcbf9d","2023-05-12 14:12:40","Sano, vigoroso","2023-05-12T18:12:40.000Z"
"wm1068","Chacatea",-17.422020021426132,"CqZCMusWPJe3izoipcln","Acera","Dodonaea viscosa Jacq.","vivo",-66.01818513125181,"[]","AijHi3ViQXfVFU7IspVC",0.87,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_141327_6318940878049214874.jpg?alt=media&token=39d5eef8-436e-4652-87bb-4863f723c59c","2023-05-12 14:15:23","Sano, vigoroso","2023-05-12T18:15:23.000Z"
"wm1069","Limon",-17.422015862785294,"MegY2VGP6S7LTEaYoVMd","Acera","Citrus x limon","vivo",-66.01819552481174,"[]","cpToIxxaD6Z5TucYXn0a",1.02,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_141631_3640942175097578097.jpg?alt=media&token=06e39f10-266c-4dbe-95d8-501ab291db26","2023-05-12 14:18:59","falta de agua ","2023-05-12T18:18:59.000Z"
"wm1070","Chacatea",-17.422010744457978,"edA9JgTX5w2VdPR2FXxi","Acera","Dodonaea viscosa Jacq.","vivo",-66.0182012245059,"[]","uWRwEhoYmG5ltT4Wg9Cn",0.9,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_141928_5721959922539343757.jpg?alt=media&token=6d2ee005-cd40-4a72-972e-88cf531988ba","2023-05-12 14:20:36","Sano, vigoroso","2023-05-12T18:20:36.000Z"
"wm1071","Jacarandá",-17.421998588430043,"STtZY5aJrRFXT86u2I4y","Acera","Jacarandá mimosifolia D. Don","vivo",-66.01822033524513,"[]","JR2rt6VPf5UxsvLlxKCB",0.58,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_142357_863373582777368897.jpg?alt=media&token=0dafcd87-b340-4478-a839-f16071c39f2a","2023-05-12 14:25:13","Sano, vigoroso","2023-05-12T18:25:13.000Z"
"wm1072","Soto",-17.42193205015749,"ESeyEQrCfDH4jubWmg4v","Acera","Schinopsis haenkeana Engl.","vivo",-66.0182997956872,"[]","cT8gsEUQEs6sdUYjZMbn",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_142802_1462898720217482165.jpg?alt=media&token=f18cabfd-3315-4891-9225-5bba1d326abb","2023-05-12 14:29:06","Sano, vigoroso","2023-05-12T18:29:06.000Z"
"wm1073","Tajibo rosado",-17.421896861638178,"f36fbMePn9KjTRCjE3be","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01835578680038,"[]","2s56ObU2MTrMxJuoBtDV",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_142945_7473116243395655038.jpg?alt=media&token=d47740ed-dec0-4aba-93c2-5c79734c2a7b","2023-05-12 14:30:42","Sano, vigoroso","2023-05-12T18:30:42.000Z"
"wm1074","Jacarandá",-17.421859753737728,"sR3f6KpXQCOslXu5TPY0","Acera","Jacarandá mimosifolia D. Don","vivo",-66.01839434355497,"[]","NFHTaaHy76NFp27oP5al",0.73,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_143140_3206695639302896301.jpg?alt=media&token=704759ce-0256-4ed6-9a03-098351c900f4","2023-05-12 14:32:49","Sano, vigoroso","2023-05-12T18:32:49.000Z"
"wm1075","Tara",-17.421823605517123,"QDVDrjldvDWJyg7RwCVW","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01842518895864,"[]","X8RDVRERgxZfdCpFxPB4",0.89,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_144013_6235713260873604549.jpg?alt=media&token=f842cc8d-1d34-4112-a637-caa4381d2dd7","2023-05-12 14:41:20","Sano, vigoroso","2023-05-12T18:41:20.000Z"
"wm1076","Guayaba",-17.42179545468549,"PtHVElNmSOzDocxjkT70","Acera","Psidium guajava","vivo",-66.01848050951958,"[]","EllIJ8vuGjfy8udjbvuw",0.46,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_144149_6959033426443620454.jpg?alt=media&token=39550097-ef8c-4aaa-be12-9f8b3b20b624","2023-05-12 14:42:44","Sano, vigoroso","2023-05-12T18:42:44.000Z"
"wm1077","Chacatea",-17.42178009968459,"cjMTApiuGjjrwQ7lrRaz","Acera","Dodonaea viscosa Jacq.","vivo",-66.01849794387817,"[]","9Q0hERkFYNRsAyKmILrH",0.78,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_144257_4952933057156218354.jpg?alt=media&token=6f053b16-f90c-435c-a7f8-d10530679227","2023-05-12 14:43:40","Sano, vigoroso","2023-05-12T18:43:40.000Z"
"wm1078","Limon",-17.421737233633554,"1uSqcz5MZypg7E7mOj1L","Acera","Citrus x limon","vivo",-66.01854421198368,"[]","DmmnU4OOFNlO3U8g5Xj7",1.12,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_144551_4751532008284214886.jpg?alt=media&token=fd8f2e02-3ce1-4c40-a08b-899933c4b2f1","2023-05-12 14:46:25","Sano, vigoroso","2023-05-12T18:46:25.000Z"
"wm1070","Jacarandá",-17.41459669674025,"krLAWYdLZPsSQhz6165H","Acera","Jacarandá mimosifolia D. Don","vivo",-66.0231800749898,"[]","iPHtEmGLYUBuAYsPgb49",4.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_145352_9003680370848277849.jpg?alt=media&token=7c04a100-690d-4928-9271-0542c7e55599","2023-05-12 14:55:00","Sano, vigoroso","2023-05-12T18:55:00.000Z"
"wm1080","Tara",-17.42197139731198,"phv5iIyUjsTTjB6lodKC","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01838696748018,"[]","v1p0xDOPkstF3LK8Zl8u",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150249_7150935719468215643.jpg?alt=media&token=06180251-08fe-4018-93b6-f55a00a04513","2023-05-12 15:04:28","Sano, vigoroso","2023-05-12T19:04:28.000Z"
"wm1079","Algarrobo",-17.42193940775614,"ZRY5vbLuMUNbbBQnNlN5","Acera","Prosopis alba Griseb.","vivo",-66.01841043680906,"[]","HDwWQzUp2yra88WaInmb",0.95,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_144724_2235047880277037724.jpg?alt=media&token=401ac73e-c3b5-4b96-8e3a-47448c2906e8","2023-05-12 15:05:47","Sano, vigoroso","2023-05-12T19:05:47.000Z"
"wm1081","Nispero",-17.421993470102244,"AV8JhKXnHyvUADa53Uht","Acera","Eriobotrya japónica (Thunb) Lindl.","vivo",-66.01836416870354,"[]","vSU0PYZ1qOXdJpiQMjgX",0.75,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150651_4289907128007509143.jpg?alt=media&token=6f5fbaf6-b1eb-45e9-8a87-0b3ea8b3fd9c","2023-05-12 15:07:41","Sano, vigoroso","2023-05-12T19:07:41.000Z"
"wm1081","Chacatea",-17.42197619574487,"RBi8T6YLOjVoj8gybnh8","Acera","Dodonaea viscosa Jacq.","vivo",-66.0183722153306,"[]","34K2ZZM89oJAilqYDNkQ",0.77,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150640_8622614527041887459.jpg?alt=media&token=63721a4a-66b8-42c4-b792-14e659792aa6","2023-05-12 15:07:51","Sano, vigoroso","2023-05-12T19:07:51.000Z"
"wm1083","Guayaba",-17.422033457034342,"7U2tIMQ5xYI7syKvfLLr","Acera","Psidium guajava","vivo",-66.01829677820206,"[]","jwoNGfdzoa2s3bwFeZX9",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150834_1880245983888076629.jpg?alt=media&token=25fa4c32-bef4-482d-9c4d-920e28c6ffae","2023-05-12 15:09:52","Sano, vigoroso","2023-05-12T19:09:52.000Z"
"wn1083","Tajibo rosado",-17.42202993818467,"2BlX6sU761nT9Aw45B9L","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01831052452326,"[]","JIGruQXOVXSJyWw9Y0ue",0.93,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150832_1589059703381550924.jpg?alt=media&token=e3cbeb06-cb10-47a4-ad1b-c3d19d8da2bb","2023-05-12 15:10:43","Sano, vigoroso","2023-05-12T19:10:43.000Z"
"wm1086","Tajibo rosado",-17.422076962806507,"cnfTS3jQ0EWetbBdWdJL","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01826291531324,"[]","HSfRoCWgb2ZLZ1eHJQu7",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151043_7752756009575776713.jpg?alt=media&token=88f97c19-57c7-4512-b03d-b07cc79ce730","2023-05-12 15:11:33","Sano, vigoroso","2023-05-12T19:11:33.000Z"
"wm1085","Tara",-17.422060008352403,"7ic7tnYIYvtzFEoabuea","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01826962083578,"[]","4OFrBacUwZP4FwmHkwxb",0.66,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151106_2451501367182135338.jpg?alt=media&token=d577560a-7ece-40a5-9d34-707c09dbff42","2023-05-12 15:11:46","Sano, vigoroso","2023-05-12T19:11:46.000Z"
"wm1088","Lloque",-17.42211119160525,"ENHmLAZSdcfSAa9aUMie","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01820725947618,"[]","TxS3ODNn9vk9gHtGJ8gX",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151240_3755540550968480992.jpg?alt=media&token=5f10e36a-e471-43d6-b369-a348fc534557","2023-05-12 15:14:20","Sano, vigoroso","2023-05-12T19:14:20.000Z"
"wm1087","soto",-17.4221102319194,"V5BceRoyaX4KWwctaVMJ","Acera","...","vivo",-66.01819954812525,"[]","S1siN0RPOxF0UT7Fc2Nh",0.55,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151251_1913077148056933939.jpg?alt=media&token=545eb383-57f8-4cb6-af23-91510cc4dedc","2023-05-12 15:17:22","Sano, vigoroso","2023-05-12T19:17:22.000Z"
"wm1090","Chacatea",-17.42215437746369,"yqkiDrifnOHmVopeiQCd","Acera","Dodonaea viscosa Jacq.","vivo",-66.01815462112427,"[]","LO4aCfShs0D15D9rqgRi",0.78,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151817_8860207927883253241.jpg?alt=media&token=679e39b8-a10d-44e7-9dde-278e3bf3e30a","2023-05-12 15:19:00","Sano, vigoroso","2023-05-12T19:19:00.000Z"
"wm1089","Limon",-17.422144780607137,"huA2XEYgnNyZJJMfAYVb","Acera","Citrus x limon","vivo",-66.01816467940807,"[]","A7d96wx9A4yv6kgJhUjL",0.86,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151807_4786247945132090614.jpg?alt=media&token=10078615-5b50-4217-b290-e366d5c996fe","2023-05-12 15:19:04","Sano, vigoroso","2023-05-12T19:19:04.000Z"
"wm1091","Limon",-17.42164830254039,"mBoImGZFDzfkpuMcU7aS","Acera","Citrus x limon","vivo",-66.01857773959637,"[]","vrlfpbiWkt6BOoEnrYLl",0.95,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_152633_1392719600620191683.jpg?alt=media&token=0b4b94ee-3224-4267-a3f4-e74fb0b915ac","2023-05-12 15:28:27","Sano, vigoroso","2023-05-12T19:28:27.000Z"
"wm1092","Lloque",-17.4215763259045,"xVklakGHLatuJdCd1amd","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01858109235764,"[]","AfMq41KfEgQMNkYp21l8",0.48,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_152916_2834736900972783140.jpg?alt=media&token=a6baa3a4-81e3-44e6-80ce-c05a09f7ccc0","2023-05-12 15:29:50","Sano, vigoroso","2023-05-12T19:29:50.000Z"
"wm1093","Chacatea",-17.421433972029956,"BECZoIOSmf0argmyDvHB","Acera","Dodonaea viscosa Jacq.","vivo",-66.01860489696264,"[]","4Sn7eVWyXGWtJB1TTfBL",0.12,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153038_7618977754443055427.jpg?alt=media&token=92c04280-1d53-4095-a6b2-7492cca571da","2023-05-12 15:31:16","Sano, vigoroso","2023-05-12T19:31:16.000Z"
"wm1095","Chacatea",-17.42134472089247,"VCP2YVH4anbcdRXVJDKp","Acera","Dodonaea viscosa Jacq.","vivo",-66.01858913898468,"[]","9IfUwpnSSjn8iFCeI73d",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153132_717840752388959780.jpg?alt=media&token=2e9bcd9d-be29-4116-8859-142b6129f22f","2023-05-12 15:32:13","Sano, vigoroso","2023-05-12T19:32:13.000Z"
"wm1094","Jacarandá",-17.421361675412985,"fcCzZO7IHknq0CZj2Se9","Acera","Jacarandá mimosifolia D. Don","vivo",-66.01860623806715,"[]","FY81j8jPNrLmF4Hgfyei",0.46,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153044_4676615196817144858.jpg?alt=media&token=13d47095-5f8a-41e0-b380-5d9820787e07","2023-05-12 15:32:18","Sano, vigoroso","2023-05-12T19:32:18.000Z"
"wm1096","Pacay",-17.42132040874709,"kIPpAs3b2DZeNi8OQMfG","Acera","Inga feuillei","vivo",-66.01857975125313,"[]","cXYDXb7ZdXmer5BnvPNM",0.76,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153329_8548660916372562260.jpg?alt=media&token=a7c4c237-5de2-48d6-9146-ef2e834dbeba","2023-05-12 15:35:04","Sano, vigoroso","2023-05-12T19:35:04.000Z"
"wm1097","Chillijchi",-17.421291298147715,"c5H0ndlVOtVZLqdC9GSQ","Acera","Erythrina falcata Benth.","vivo",-66.0185656696558,"[]","fPfTkULlEzqhhTZy7vgy",0.64,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153323_8194743424391931143.jpg?alt=media&token=0bd24216-8211-4159-aa48-b8a961de0872","2023-05-12 15:35:21","Sano, vigoroso","2023-05-12T19:35:21.000Z"
